4,0.0,180.8558,11.652643,222.99612,0.34585145
10,304.33124,178.5436,321.8258,195.56938,0.18450192
13,274.34174,178.36862,286.87518,199.6817,0.76490074
20,259.03137,176.47491,268.5056,197.95947,0.059763707
25,0.0,187.48877,17.22385,219.7088,0.083688706
25,0.0,173.98413,14.476152,206.09302,0.06328988
35,0.0,162.94243,12.442841,202.8463,0.056975815
54,0.0,162.85255,17.618107,202.81053,0.06123612
64,0.0,159.37233,13.618184,178.8098,0.16306585
67,0.0,181.33144,12.2156315,220.91081,0.08585547
69,720.46173,168.86076,729.4267,189.79262,0.10549529
73,723.8782,169.78667,735.5779,187.8138,0.11367876
75,727.2275,171.2582,737.00006,188.65065,0.35391933
76,730.19714,170.98334,739.00037,188.36041,0.22293258
89,741.6875,172.06732,751.9457,193.24292,0.12729846
91,0.0,122.43712,12.478861,157.50606,0.5003927
95,748.3355,174.78798,760.0745,192.7288,0.07639438
100,279.51517,166.81474,294.8845,188.51912,0.18359083
100,756.38855,170.98111,765.6328,196.49966,0.09427854
100,0.052889347,196.88524,14.889732,229.95232,0.050998054
102,263.13177,169.7624,279.7079,191.25569,0.3168974
102,269.02505,166.51651,281.83932,196.75195,0.070412196
103,760.617,174.9825,770.9173,195.83382,0.09076985
105,235.01631,165.46355,249.3549,197.38228,0.3052951
107,764.94244,172.12756,775.2354,197.21567,0.15014872
109,767.09503,171.46762,777.59515,199.5245,0.08198817
110,1226.4088,111.887695,1242.0,134.48174,0.055506486
118,0.0,176.93822,13.190025,219.82933,0.7170234
118,0.0,160.174,19.144905,222.30956,0.055091552
120,188.43916,171.7707,205.25471,187.55663,0.06240639
120,1217.3383,93.484406,1242.0,110.86885,0.053769954
121,163.36455,163.21565,173.99904,190.91261,0.105229735
125,773.7783,176.53827,786.14795,204.37238,0.7536449
125,144.15121,166.27036,156.21469,193.03488,0.06362761
127,775.7494,176.1598,788.9348,203.64372,0.13759738
129,780.4744,178.57423,792.6557,204.5577,0.16128075
130,778.4775,178.29515,791.45953,206.17708,0.90670204
131,778.6218,175.9254,792.30505,204.4918,0.9759202
131,145.12524,175.27975,157.89526,191.16403,0.06267249
132,780.5266,174.82574,792.09717,202.04181,0.67447984
