0,2,298.9858,168.1429,457.2633,295.6396,6.1866,1.9534,1.8092,4.5398,-4.5428,1.8810,13.4652,-2.1152,-1.7950
0,2,260.4187,197.7072,318.9368,232.5394,-1.3243,1.5378,1.6794,3.8894,-16.3990,2.8735,36.7650,-2.2794,-1.8621
0,2,0.0000,197.0117,98.5216,231.1994,-2.1972,1.4165,1.6149,3.8428,-27.3286,2.6551,34.9223,-4.2858,-3.6254
1,2,298.8619,165.9954,453.8216,290.7083,7.3926,1.9480,1.8099,4.4006,-4.6158,1.8406,13.6204,-2.1181,-1.7965
1,2,35.8400,187.3703,108.9568,219.7824,-1.2421,1.4584,1.6631,4.0560,-27.1979,2.2383,36.5982,-8.1372,-7.5014
2,2,295.0008,157.5894,451.4819,281.7238,6.4969,1.9652,1.8246,4.5411,-4.7495,1.7233,13.8328,-2.1271,-1.8015
2,2,371.3684,167.6557,432.2426,200.0309,-1.2552,1.8305,1.7357,3.8967,-12.3440,1.5363,42.8997,-7.6001,-7.3213
3,2,293.4572,150.0490,447.2305,271.4133,7.0223,1.9534,1.8076,4.4585,-4.8466,1.5860,13.9806,-2.1341,-1.8057
3,2,0.0000,184.4932,76.1883,223.5152,-1.7720,1.4846,1.6454,3.7172,-24.3415,2.0121,30.6923,-8.2263,-7.5599
3,2,82.6298,176.6537,133.4905,208.3273,-2.0223,1.5219,1.6609,3.8459,-25.8967,1.7275,37.1260,-2.3092,-1.7033
4,2,292.9205,150.3040,444.5654,270.3098,6.8883,1.9582,1.8133,4.5894,-4.9561,1.5899,14.2009,-2.1277,-1.7971
5,2,291.8023,151.6197,441.7396,268.9783,6.4105,1.9470,1.8209,4.5287,-5.0471,1.5944,14.3720,-2.1317,-1.7991
5,2,84.0666,175.4478,133.8648,206.6711,-1.6325,1.4836,1.6250,3.9610,-25.4982,1.6231,36.7686,-5.1996,-4.5965
6,2,291.3111,153.7492,438.8022,269.3674,6.6408,1.9446,1.8116,4.4475,-5.1179,1.6229,14.4989,-2.1350,-1.8008
6,2,376.4696,162.8069,453.3143,201.2943,-1.7312,1.9868,1.8953,4.7259,-10.6887,1.4678,39.7814,-7.5660,-7.3049
7,2,289.0653,156.1707,436.9970,270.8400,6.0618,1.9537,1.8321,4.5177,-5.2259,1.6691,14.6899,-2.1392,-1.8024
7,2,389.4980,164.2816,461.1046,202.2929,0.5116,1.9617,1.7839,4.5168,-10.0925,1.5190,39.6526,-4.4357,-4.1877
8,2,287.7261,159.0452,433.8298,270.5996,6.1800,1.9292,1.8342,4.4470,-5.3190,1.6901,14.8437,-2.1436,-1.8045
8,2,392.8198,165.1251,472.3080,206.7617,2.3733,2.1291,1.9835,4.8488,-9.6431,1.7336,39.5079,-4.4024,-4.1642
9,2,286.0340,158.9146,430.7809,268.9975,6.2783,1.9293,1.7883,4.4905,-5.4256,1.6847,15.0115,-2.1559,-1.8141
9,2,401.3828,165.0500,478.2999,208.7069,3.5367,2.2150,1.9206,4.7243,-9.1660,1.8187,39.1494,-4.4079,-4.1790
9,2,108.3124,183.0085,181.8086,212.2975,-0.3280,1.3476,1.5744,3.8274,-23.4965,1.8897,36.5591,-7.9581,-7.3900
10,2,284.1028,161.8873,428.9750,271.2285,7.3494,1.9397,1.8125,4.4945,-5.5195,1.7448,15.1718,-2.1597,-1.8158
10,2,409.2919,171.2207,484.9529,212.3901,2.9833,2.0741,1.7647,4.6819,-8.7080,1.9915,38.8513,-4.3763,-4.1569
10,2,120.3168,184.4124,194.9140,214.3171,-0.8768,1.3739,1.5939,3.7841,-22.8776,1.9907,36.5853,-4.7749,-4.2191
10,2,244.4240,173.2573,291.6349,207.3737,-1.8265,1.5757,1.6758,4.0686,-16.8287,1.5965,35.5739,-5.0467,-4.6074
10,2,0.0000,172.0422,93.7411,206.5964,-2.1536,1.6647,1.7477,4.1971,-28.8371,1.6253,36.4167,-3.5632,-2.8969
11,2,283.4123,162.3917,425.3643,271.9532,7.2707,1.9698,1.7837,4.4747,-5.6163,1.7814,15.3271,-2.1627,-1.8164
11,2,416.6303,170.9425,493.9017,211.9510,2.8269,2.0568,1.8521,4.6163,-8.2342,1.9606,38.6751,-4.3531,-4.1443
11,2,230.8185,183.3094,300.3334,213.1919,-1.5983,1.5613,1.6916,3.5394,-19.5201,2.1825,40.9671,-7.6057,-7.1633
12,2,281.3477,161.0339,422.9022,269.3348,6.5189,1.9663,1.7939,4.4758,-5.7090,1.7514,15.4559,-2.1662,-1.8173
12,2,426.1003,170.2093,499.7591,211.5959,2.4907,2.0635,1.8000,4.5289,-7.7730,1.9313,38.4088,-4.3829,-4.1841
12,2,0.0000,195.2757,107.0089,374.0000,-1.4578,1.5026,1.6577,4.0629,-4.3230,1.6397,2.2813,-7.2417,-6.2057
13,2,280.7579,159.1753,420.4268,265.5268,6.4134,1.9541,1.7938,4.4551,-5.7928,1.7025,15.6050,-2.1661,-1.8156
13,2,432.7859,165.7485,509.4380,206.8570,2.7654,2.0384,1.8777,4.5868,-7.3059,1.6858,38.2552,-4.3544,-4.1665
13,2,146.4394,183.8401,197.0955,214.9968,-0.8045,1.4156,1.5579,3.5857,-21.9050,1.9949,36.1128,-5.0800,-4.5378
13,2,393.8269,176.2362,439.6389,196.6097,-1.8639,1.4491,1.6651,3.7960,-14.4928,1.7105,53.9052,-5.4836,-5.2219
13,2,0.0000,245.0411,152.4877,374.0000,-1.9628,1.4134,1.6018,3.5474,-3.8270,1.8446,2.3682,-7.4565,-6.4908
14,2,279.4130,162.1909,419.3271,265.4960,7.1391,1.9171,1.7907,4.5256,-5.8779,1.7189,15.7624,-2.1721,-1.8201
14,2,439.7791,166.9111,520.3755,210.4201,3.6936,2.1418,1.9549,5.0596,-6.8076,1.8489,38.2293,-4.3721,-4.1966
14,2,396.1229,173.6705,473.4119,211.9938,-1.8533,1.6036,1.7185,3.9955,-7.8256,1.6424,32.4298,-4.4676,-4.2323
15,2,280.8613,161.9143,417.0253,265.6984,6.8496,1.9475,1.7742,4.4373,-5.9217,1.7419,15.8734,-2.1675,-1.8154
15,2,448.1889,167.7032,524.3270,210.9057,3.4916,2.1096,1.8567,4.7309,-6.4157,1.8578,37.7726,-4.3720,-4.2044
16,2,278.4701,158.0563,416.4465,260.7695,7.2278,1.9462,1.8251,4.5086,-6.0207,1.6655,16.0484,-2.1694,-1.8154
16,2,455.9538,164.7390,534.0667,207.7701,2.5172,2.0889,1.8169,4.5710,-5.9198,1.6947,37.4840,-4.2958,-4.1398
16,2,419.5118,175.4146,459.2947,198.2673,-0.7397,1.6714,1.7955,4.3903,-13.0959,1.8761,55.5189,-4.6530,-4.4221
17,2,279.1681,161.6875,414.0841,263.1251,6.2993,1.9384,1.8160,4.4849,-6.0760,1.7247,16.1555,-2.1624,-1.8075
17,2,463.7218,166.9670,543.2209,211.8678,3.2535,2.1649,1.8726,4.9067,-5.4568,1.8808,37.4149,-4.3337,-4.1894
17,2,98.1540,187.2427,161.4426,218.3651,-1.6934,1.4767,1.5882,3.2833,-24.8521,2.2509,37.2660,-2.5495,-1.9645
18,2,281.5255,168.9851,412.4471,269.4544,7.3047,1.9410,1.7845,4.4006,-6.1026,1.8660,16.2655,-2.1583,-1.8041
18,2,471.7840,174.2232,547.8558,216.2193,3.0248,1.9994,1.7739,4.3703,-5.0724,2.0735,36.8605,-4.2806,-4.1442
18,2,268.2117,163.3503,347.0340,191.7721,0.6502,1.4337,1.6546,4.1098,-16.0284,0.9540,38.1185,-2.6336,-2.2379
19,2,282.4727,175.2288,411.7118,275.4651,6.5810,1.9393,1.8123,4.3828,-6.1480,2.0006,16.4005,-2.1489,-1.7949
19,2,477.6118,178.4090,560.2482,223.9207,3.3219,2.1193,1.9202,4.7917,-4.5841,2.4222,36.8045,-4.2740,-4.1503
20,2,284.2123,179.4873,411.2164,281.8537,6.4278,1.9667,1.8308,4.4441,-6.1858,2.1402,16.5370,-2.1338,-1.7804
20,2,486.8162,182.1897,568.3396,228.1198,3.1003,2.0953,1.8532,4.8318,-4.1130,2.6012,36.5464,-4.2764,-4.1644
20,2,277.2917,167.3893,353.8132,197.9348,-1.3416,1.5130,1.6843,4.2956,-15.4471,1.2420,37.6818,-2.5149,-2.1281
20,2,511.6422,165.1447,553.2440,185.6765,-2.1910,1.5557,1.6673,3.9835,-6.0901,0.9712,56.8270,-7.5021,-7.3956
21,2,287.8613,179.3794,410.9811,280.6246,6.8173,1.9634,1.8254,4.4191,-6.1885,2.1351,16.6587,-2.1186,-1.7674
21,2,494.7705,181.9748,578.5012,227.2384,2.8427,2.0553,1.8726,4.6597,-3.6347,2.5449,36.2607,-4.2095,-4.1096
21,2,358.3138,168.1725,442.7350,200.5803,-1.0242,1.8683,1.9058,4.8786,-12.6851,1.5982,43.5272,-2.6856,-2.4034
22,2,291.8922,175.5258,411.6606,274.4660,7.0918,1.9581,1.8418,4.4876,-6.1914,2.0290,16.8124,-2.0970,-1.7486
22,2,501.8177,177.4888,588.1212,224.7047,3.6643,2.1501,1.9095,4.9337,-3.1810,2.3979,35.9992,-4.2256,-4.1375
23,2,296.0443,171.7925,411.0129,269.0373,6.7981,1.9617,1.8022,4.4840,-6.1973,1.9400,16.9507,-2.0843,-1.7382
23,2,510.8284,174.8646,592.0779,221.8906,3.9722,2.1465,1.9020,4.6681,-2.8393,2.2526,35.6646,-4.2620,-4.1825
23,2,253.5504,190.8303,293.9786,217.7439,-1.2671,1.4866,1.6771,4.0876,-20.9362,2.6618,44.9852,-4.9937,-4.5601
23,2,538.9776,154.0452,590.3558,175.4720,-1.5429,1.5934,1.6680,4.1132,-3.4937,0.1944,55.7938,-7.1966,-7.1343
24,2,301.0058,172.2447,411.6421,268.4452,6.5843,1.9631,1.8288,4.4120,-6.1804,1.9504,17.1009,-2.0600,-1.7175
24,2,520.6649,174.6823,603.5624,221.8719,3.5389,2.1326,1.8075,4.8937,-2.2883,2.2286,35.3991,-4.2405,-4.1758
24,2,548.2324,155.7118,595.2105,176.4867,-1.9006,1.5364,1.6607,4.0831,-2.9308,0.2684,55.5446,-7.3324,-7.2799
24,2,135.9523,187.2990,214.6402,219.1099,-2.0755,1.5421,1.5692,3.0955,-22.1193,2.2948,36.7080,-6.2027,-5.6633
25,2,307.1240,172.0612,412.0203,266.8265,7.7102,1.9490,1.7987,4.3918,-6.1364,1.9324,17.2053,-2.0369,-1.6985
25,2,527.9761,174.7090,611.0955,221.6643,3.9975,2.1046,1.8002,4.7754,-1.9110,2.2009,35.0679,-4.2169,-4.1622
25,2,554.4597,154.4478,601.3282,176.5550,-1.8060,1.6307,1.6870,3.9695,-2.4504,0.2727,55.3600,-7.3153,-7.2712
26,2,312.9143,166.2068,414.2371,258.5471,6.4572,1.9188,1.7806,4.4929,-6.1101,1.7804,17.4036,-2.0211,-1.6877
26,2,536.3686,168.3363,618.2244,215.4376,4.4076,2.1019,1.7779,4.5435,-1.5227,1.9000,34.6136,-4.1960,-4.1518
27,2,321.4655,160.6430,416.8275,251.9640,5.6498,1.9167,1.8043,4.4585,-6.0200,1.6601,17.5476,-1.9830,-1.6566
27,2,544.6346,161.8811,635.3193,210.9582,2.7462,2.1740,1.9340,5.0893,-0.8960,1.6876,34.6442,-4.1763,-4.1501
27,2,255.9388,179.1341,325.2437,210.6171,-2.1890,1.4158,1.6267,4.0113,-15.5524,1.7399,35.2587,-4.7164,-4.3035
28,2,329.4351,159.1180,419.4762,249.9216,6.2141,1.9275,1.8108,4.5479,-5.9610,1.6356,17.7639,-8.2352,-7.9154
28,2,553.4202,160.0257,640.6603,208.9114,3.6707,2.1444,1.8853,4.8634,-0.5578,1.5814,34.2255,-4.1835,-4.1668
28,2,263.5251,181.9136,326.4447,213.5189,-1.7128,1.3908,1.5509,3.8054,-15.1523,1.8519,34.8065,-4.7667,-4.3586
29,2,335.8147,163.1294,422.8280,252.2446,6.2143,1.9108,1.8148,4.4060,-5.8354,1.7020,17.8519,-8.2042,-7.8921
29,2,562.8307,161.0808,649.3347,211.4308,3.8081,2.1872,1.8267,4.8735,-0.1275,1.6755,33.9061,-4.1795,-4.1752
29,2,194.3319,185.1554,266.5708,214.7442,-1.8800,1.3723,1.5862,3.5735,-19.3387,2.0318,36.8512,-4.6251,-4.1445
30,2,340.9442,163.5632,425.5276,252.0701,5.5203,1.9205,1.7824,4.3995,-5.7291,1.7186,18.0243,-8.1707,-7.8666
30,2,570.2935,162.3593,657.9700,212.0673,3.1157,2.1372,1.8653,4.7288,0.2419,1.6857,33.5209,-4.1524,-4.1589
31,2,345.3085,164.0312,430.7593,250.1918,5.4753,1.8905,1.8200,4.3409,-5.5318,1.6966,18.1618,-8.1110,-7.8188
31,2,579.3190,163.0843,670.9815,213.9410,2.9870,2.1620,1.8453,4.9418,0.7536,1.7463,33.2384,-4.1204,-4.1422
32,2,351.7901,163.2014,438.6404,249.4457,6.5609,1.9110,1.8127,4.5057,-5.3792,1.6968,18.3838,-8.0732,-7.7919
32,2,587.8167,162.8034,679.6543,215.9477,2.3699,2.2354,1.9326,4.8674,1.1362,1.8123,32.9139,-4.1304,-4.1640
32,2,426.7434,178.9038,468.6276,212.9751,-0.6628,1.4619,1.5960,3.7796,-7.6741,1.7615,33.7272,-8.1595,-7.9370
